Test no, Test Name, Learner, Trainer, C_0, C_1, C_2, C_3, C_4, Value selected , Correction , Date, Answering Time (ms), Other Parameters,,,,,,,,,,,,
477, flower, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:20(52.369)],705, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
478, flower, Lula, Lizandro,1,3,,,,3,true, [2023-09-26 09:20(54.89)],709, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
479, flower, Lula, Lizandro,5,6,,,,6,true, [2023-09-26 09:20(57.57)],1963, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
480, flower, Lula, Lizandro,8,2,,,,8,true, [2023-09-26 09:20(58.721)],659, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
481, flower, Lula, Lizandro,3,8,,,,8,true, [2023-09-26 09:21(00.505)],780, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
482, dice, Lula, Lizandro,9,8,,,,8,false, [2023-09-26 09:21(05.833)],1118, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
483, dice, Lula, Lizandro,2,5,,,,5,true, [2023-09-26 09:21(07.593)],742, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
484, dice, Lula, Lizandro,6,2,,,,6,true, [2023-09-26 09:21(09.377)],774, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
485, dice, Lula, Lizandro,7,8,,,,8,true, [2023-09-26 09:21(11.201)],820, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
486, dice, Lula, Lizandro,6,4,,,,6,true, [2023-09-26 09:21(12.705)],495, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
487, dice, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:21(14.257)],547, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
488, dice, Lula, Lizandro,0,5,,,,5,true, [2023-09-26 09:21(15.929)],660, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
489, dice, Lula, Lizandro,1,3,,,,3,true, [2023-09-26 09:21(17.593)],659, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
490, dice, Lula, Lizandro,1,5,,,,5,true, [2023-09-26 09:21(19.209)],612, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
491, dice, Lula, Lizandro,4,3,,,,4,true, [2023-09-26 09:21(20.785)],572, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
492, dice, Lula, Lizandro,2,7,,,,7,true, [2023-09-26 09:21(22.737)],736, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
493, dice, Lula, Lizandro,7,2,,,,7,true, [2023-09-26 09:21(25.49)],1307, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
494, dice, Lula, Lizandro,3,7,,,,7,true, [2023-09-26 09:21(26.521)],465, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
495, dice, Lula, Lizandro,1,6,,,,6,true, [2023-09-26 09:21(28.89)],564, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
496, dice, Lula, Lizandro,5,1,,,,5,true, [2023-09-26 09:21(29.585)],491, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
497, dice, Lula, Lizandro,3,8,,,,8,true, [2023-09-26 09:21(31.145)],544, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
498, dice, Lula, Lizandro,9,8,,,,9,true, [2023-09-26 09:21(32.945)],796, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
499, dice, Lula, Lizandro,8,4,,,,8,true, [2023-09-26 09:21(34.513)],562, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
500, dice, Lula, Lizandro,3,4,,,,4,true, [2023-09-26 09:21(36.209)],691, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
501, dice, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:21(37.713)],499, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
502, dice, Lula, Lizandro,2,5,,,,5,true, [2023-09-26 09:21(39.489)],632, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
503, dice, Lula, Lizandro,8,4,,,,8,true, [2023-09-26 09:21(40.961)],467, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
504, dice, Lula, Lizandro,0,9,,,,9,true, [2023-09-26 09:21(42.497)],527, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
505, dice, Lula, Lizandro,3,6,,,,6,true, [2023-09-26 09:21(44.113)],598, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
506, dice, Lula, Lizandro,6,8,,,,8,true, [2023-09-26 09:21(45.857)],735, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
507, dice, Lula, Lizandro,1,9,,,,9,true, [2023-09-26 09:21(47.769)],900, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
508, dice, Lula, Lizandro,8,9,,,,9,true, [2023-09-26 09:21(49.569)],794, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
509, dice, Lula, Lizandro,6,7,,,,7,true, [2023-09-26 09:21(51.225)],649, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
510, dice, Lula, Lizandro,8,5,,,,8,true, [2023-09-26 09:21(52.849)],614, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
511, dice, Lula, Lizandro,9,7,,,,9,true, [2023-09-26 09:21(54.697)],839, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
512, dice, Lula, Lizandro,0,7,,,,7,true, [2023-09-26 09:21(56.785)],752, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
513, dice, Lula, Lizandro,2,7,,,,7,true, [2023-09-26 09:21(58.609)],812, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
514, dice, Lula, Lizandro,8,5,,,,8,true, [2023-09-26 09:22(00.233)],619, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
515, dice, Lula, Lizandro,3,5,,,,5,true, [2023-09-26 09:22(01.921)],679, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
516, dice, Lula, Lizandro,2,4,,,,4,true, [2023-09-26 09:22(03.633)],704, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
517, dice, Lula, Lizandro,1,9,,,,9,true, [2023-09-26 09:22(05.169)],527, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
518, dice, Lula, Lizandro,7,3,,,,7,true, [2023-09-26 09:22(07.33)],858, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
519, dice, Lula, Lizandro,9,5,,,,9,true, [2023-09-26 09:22(08.657)],618, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
520, dice, Lula, Lizandro,9,0,,,,9,true, [2023-09-26 09:22(10.249)],585, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
521, dice, Lula, Lizandro,4,7,,,,7,true, [2023-09-26 09:22(11.833)],574, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
522, dice, Lula, Lizandro,1,3,,,,3,true, [2023-09-26 09:22(13.609)],656, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
523, dice, Lula, Lizandro,4,3,,,,4,true, [2023-09-26 09:22(15.121)],502, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
524, dice, Lula, Lizandro,5,4,,,,5,true, [2023-09-26 09:22(16.985)],855, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
525, dice, Lula, Lizandro,5,8,,,,8,true, [2023-09-26 09:22(18.569)],569, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
526, dice, Lula, Lizandro,0,7,,,,7,true, [2023-09-26 09:22(20.193)],617, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
527, dice, Lula, Lizandro,9,3,,,,9,true, [2023-09-26 09:22(21.737)],539, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
528, dice, Lula, Lizandro,1,0,,,,1,true, [2023-09-26 09:22(23.441)],692, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
529, dice, Lula, Lizandro,8,4,,,,8,true, [2023-09-26 09:22(25.505)],1053, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
530, dice, Lula, Lizandro,9,2,,,,9,true, [2023-09-26 09:22(27.97)],586, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
531, dice, Lula, Lizandro,6,2,,,,6,true, [2023-09-26 09:22(28.657)],555, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
532, dice, Lula, Lizandro,7,0,,,,7,true, [2023-09-26 09:22(30.793)],975, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
533, dice, Lula, Lizandro,0,8,,,,8,true, [2023-09-26 09:22(32.329)],530, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
534, dice, Lula, Lizandro,0,8,,,,8,true, [2023-09-26 09:22(34.41)],707, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
535, dice, Lula, Lizandro,3,9,,,,9,true, [2023-09-26 09:22(36.129)],1083, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
536, dice, Lula, Lizandro,6,8,,,,8,true, [2023-09-26 09:22(37.761)],613, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
537, dice, Lula, Lizandro,4,5,,,,5,true, [2023-09-26 09:22(39.825)],1059, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
538, dice, Lula, Lizandro,1,6,,,,6,true, [2023-09-26 09:22(41.401)],569, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
539, dice, Lula, Lizandro,1,2,,,,2,true, [2023-09-26 09:22(43.417)],1011, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
540, dice, Lula, Lizandro,5,1,,,,5,true, [2023-09-26 09:22(45.25)],599, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
541, dice, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:22(46.737)],705, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
542, dice, Lula, Lizandro,6,2,,,,6,true, [2023-09-26 09:22(48.761)],712, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
543, dice, Lula, Lizandro,7,6,,,,7,true, [2023-09-26 09:22(50.793)],1017, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
544, dice, Lula, Lizandro,7,1,,,,7,true, [2023-09-26 09:22(52.345)],539, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
545, dice, Lula, Lizandro,7,0,,,,7,true, [2023-09-26 09:22(54.41)],679, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
546, dice, Lula, Lizandro,4,8,,,,8,true, [2023-09-26 09:22(55.761)],715, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
547, dice, Lula, Lizandro,1,9,,,,9,true, [2023-09-26 09:22(57.417)],650, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
548, dice, Lula, Lizandro,6,2,,,,6,true, [2023-09-26 09:22(58.946)],520, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
549, dice, Lula, Lizandro,0,2,,,,2,true, [2023-09-26 09:23(00.490)],530, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
550, dice, Lula, Lizandro,5,8,,,,8,true, [2023-09-26 09:23(02.154)],659, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
551, dice, Lula, Lizandro,5,4,,,,5,true, [2023-09-26 09:23(04.146)],987, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
552, dice, Lula, Lizandro,1,6,,,,6,true, [2023-09-26 09:23(05.889)],736, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
553, dice, Lula, Lizandro,8,0,,,,8,true, [2023-09-26 09:23(07.665)],770, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
554, dice, Lula, Lizandro,1,5,,,,5,true, [2023-09-26 09:23(09.169)],498, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
555, dice, Lula, Lizandro,5,0,,,,5,true, [2023-09-26 09:23(10.818)],631, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
556, dice, Lula, Lizandro,4,2,,,,4,true, [2023-09-26 09:23(12.585)],759, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
557, dice, Lula, Lizandro,9,8,,,,9,true, [2023-09-26 09:23(14.562)],971, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
558, dice, Lula, Lizandro,9,6,,,,9,true, [2023-09-26 09:23(16.666)],1099, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
559, dice, Lula, Lizandro,1,4,,,,4,true, [2023-09-26 09:23(18.217)],546, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
560, dice, Lula, Lizandro,5,9,,,,9,true, [2023-09-26 09:23(19.881)],644, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
561, dice, Lula, Lizandro,0,7,,,,7,true, [2023-09-26 09:23(21.770)],872, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
562, dice, Lula, Lizandro,1,4,,,,4,true, [2023-09-26 09:23(23.433)],671, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
563, dice, Lula, Lizandro,9,0,,,,9,true, [2023-09-26 09:23(24.946)],507, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
564, dice, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:23(27.146)],1195, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
565, dice, Lula, Lizandro,0,5,,,,5,true, [2023-09-26 09:23(28.722)],571, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
566, dice, Lula, Lizandro,2,4,,,,4,true, [2023-09-26 09:23(30.466)],738, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
567, dice, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:23(31.922)],451, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
568, dice, Lula, Lizandro,3,9,,,,9,true, [2023-09-26 09:23(33.506)],579, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
569, dice, Lula, Lizandro,2,5,,,,5,true, [2023-09-26 09:23(35.233)],722, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
570, dice, Lula, Lizandro,7,0,,,,7,true, [2023-09-26 09:23(36.914)],660, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
571, dice, Lula, Lizandro,0,9,,,,9,true, [2023-09-26 09:23(38.513)],594, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
572, dice, Lula, Lizandro,6,3,,,,6,true, [2023-09-26 09:23(41.826)],832, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
573, dice, Lula, Lizandro,8,4,,,,8,true, [2023-09-26 09:23(43.394)],564, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
574, dice, Lula, Lizandro,5,7,,,,7,true, [2023-09-26 09:23(45.114)],715, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
575, dice, Lula, Lizandro,9,2,,,,9,true, [2023-09-26 09:23(46.650)],517, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
576, dice, Lula, Lizandro,1,9,,,,9,true, [2023-09-26 09:23(48.170)],511, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
577, dice, Lula, Lizandro,5,1,,,,5,true, [2023-09-26 09:23(49.746)],571, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
578, dice, Lula, Lizandro,7,3,,,,7,true, [2023-09-26 09:23(51.394)],635, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
579, dice, Lula, Lizandro,4,3,,,,4,true, [2023-09-26 09:23(53.338)],939, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
580, dice, Lula, Lizandro,4,7,,,,7,true, [2023-09-26 09:23(54.994)],648, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
581, dice, Lula, Lizandro,5,3,,,,5,true, [2023-09-26 09:23(56.690)],690, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
582, flower, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:24(03.457)],2255, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
583, flower, Lula, Lizandro,8,9,,,,9,true, [2023-09-26 09:24(05.121)],659, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
584, flower, Lula, Lizandro,9,1,,,,9,true, [2023-09-26 09:24(07.281)],1144, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
585, flower, Lula, Lizandro,6,4,,,,6,true, [2023-09-26 09:24(09.337)],1051, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
586, flower, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:24(10.953)],598, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
587, flower, Lula, Lizandro,8,7,,,,8,true, [2023-09-26 09:24(12.993)],1031, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
588, flower, Lula, Lizandro,0,1,,,,1,true, [2023-09-26 09:24(15.73)],1060, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
589, flower, Lula, Lizandro,8,9,,,,8,false, [2023-09-26 09:24(16.625)],539, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
590, flower, Lula, Lizandro,7,5,,,,7,true, [2023-09-26 09:24(18.513)],880, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
591, flower, Lula, Lizandro,7,9,,,,9,true, [2023-09-26 09:24(20.409)],890, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
592, flower, Lula, Lizandro,3,0,,,,3,true, [2023-09-26 09:24(22.265)],800, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
593, flower, Lula, Lizandro,0,7,,,,7,true, [2023-09-26 09:24(23.945)],660, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
594, flower, Lula, Lizandro,0,3,,,,3,true, [2023-09-26 09:24(25.737)],771, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
595, flower, Lula, Lizandro,6,9,,,,9,true, [2023-09-26 09:24(27.689)],948, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
596, flower, Lula, Lizandro,8,3,,,,8,true, [2023-09-26 09:24(29.353)],650, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
597, flower, Lula, Lizandro,3,9,,,,9,true, [2023-09-26 09:24(31.73)],711, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
598, flower, Lula, Lizandro,7,4,,,,7,true, [2023-09-26 09:24(32.745)],664, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
599, flower, Lula, Lizandro,3,6,,,,6,true, [2023-09-26 09:24(34.449)],699, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
600, flower, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:24(36.281)],825, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
601, flower, Lula, Lizandro,6,4,,,,6,true, [2023-09-26 09:24(38.113)],827, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
602, flower, Lula, Lizandro,1,3,,,,3,true, [2023-09-26 09:24(40.481)],744, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
603, flower, Lula, Lizandro,4,8,,,,8,true, [2023-09-26 09:24(42.289)],796, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
604, flower, Lula, Lizandro,6,9,,,,9,true, [2023-09-26 09:24(44.713)],1418, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
605, flower, Lula, Lizandro,1,0,,,,1,true, [2023-09-26 09:24(46.698)],972, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
606, flower, Lula, Lizandro,0,5,,,,5,true, [2023-09-26 09:24(48.617)],913, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
607, flower, Lula, Lizandro,6,8,,,,8,true, [2023-09-26 09:24(50.553)],923, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
608, flower, Lula, Lizandro,3,5,,,,5,true, [2023-09-26 09:24(52.329)],770, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
609, flower, Lula, Lizandro,3,2,,,,3,true, [2023-09-26 09:24(54.257)],922, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
610, flower, Lula, Lizandro,4,2,,,,4,true, [2023-09-26 09:24(56.313)],1049, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
611, flower, Lula, Lizandro,2,9,,,,9,true, [2023-09-26 09:24(58.57)],738, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
612, flower, Lula, Lizandro,6,5,,,,6,true, [2023-09-26 09:25(00.578)],1456, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
613, flower, Lula, Lizandro,2,7,,,,7,true, [2023-09-26 09:25(02.217)],634, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
614, flower, Lula, Lizandro,6,0,,,,6,true, [2023-09-26 09:25(03.898)],673, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
615, flower, Lula, Lizandro,7,8,,,,8,true, [2023-09-26 09:25(05.666)],764, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
616, flower, Lula, Lizandro,1,6,,,,6,true, [2023-09-26 09:25(07.322)],650, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
617, flower, Lula, Lizandro,1,0,,,,1,true, [2023-09-26 09:25(09.338)],1011, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
618, flower, Lula, Lizandro,9,1,,,,9,true, [2023-09-26 09:25(11.10)],666, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
619, flower, Lula, Lizandro,2,6,,,,6,true, [2023-09-26 09:25(12.762)],747, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
620, flower, Lula, Lizandro,3,9,,,,9,true, [2023-09-26 09:25(14.610)],842, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
621, flower, Lula, Lizandro,9,7,,,,9,true, [2023-09-26 09:25(16.466)],836, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
622, flower, Lula, Lizandro,0,4,,,,4,true, [2023-09-26 09:25(18.762)],800, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
623, flower, Lula, Lizandro,8,4,,,,8,true, [2023-09-26 09:25(20.714)],932, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
624, flower, Lula, Lizandro,9,6,,,,9,true, [2023-09-26 09:25(22.498)],779, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
625, flower, Lula, Lizandro,2,9,,,,9,true, [2023-09-26 09:25(24.146)],643, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
626, flower, Lula, Lizandro,5,9,,,,9,true, [2023-09-26 09:25(25.897)],739, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
627, flower, Lula, Lizandro,7,8,,,,8,true, [2023-09-26 09:25(27.978)],1074, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
628, flower, Lula, Lizandro,1,0,,,,1,true, [2023-09-26 09:25(29.930)],948, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
629, flower, Lula, Lizandro,0,3,,,,3,true, [2023-09-26 09:25(31.546)],611, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
630, flower, Lula, Lizandro,0,1,,,,1,true, [2023-09-26 09:25(33.514)],963, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
631, flower, Lula, Lizandro,6,0,,,,6,true, [2023-09-26 09:25(35.42)],523, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
632, flower, Lula, Lizandro,6,9,,,,9,true, [2023-09-26 09:25(36.898)],840, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
633, flower, Lula, Lizandro,7,3,,,,7,true, [2023-09-26 09:25(38.922)],1019, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
634, flower, Lula, Lizandro,6,8,,,,8,true, [2023-09-26 09:25(40.762)],835, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
635, flower, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:25(42.778)],1011, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
